Name,Link,Rating,Enroll,Instructor,Time,Level,Fee,Program,Subtitle,Subject,Organization,Knowledge,Programing Language,Tool,Platform,Framework,Knowledge_P,Programing Language_P,Tool_P,Platform_P,Framework_P
DevOps on AWS: Release and Deploy,https://www.coursera.org/learn/devops-aws-release-deploy?specialization=aws-devops,4.7,,"Alana Layton, Rafael Lopes, Russel Sayers",5 hours,Intermediate,100,DevOps on AWS Specialization,English,Computer Science,AWS,"devops, continuous integration, continuous delivery",,,aws,,,,,,
DevOps on AWS: Operate and Monitor,https://www.coursera.org/learn/devops-aws-operate-monitor?specialization=aws-devops,4.4,,"Alana Layton, Rafael Lopes, Russel Sayers",5 hours,Intermediate,100,DevOps on AWS Specialization,English,Computer Science,AWS,"ci/cd, devops",,,aws,,,,,,
Java Programming: Solving Problems with Software,https://www.coursera.org/learn/java-programming?specialization=java-programming,4.6,292239,"Susan H. Rodger, Robert Duvall, Owen Astrachan, Andrew D. Hilton",17 hours,Beginner,100,Java Programming and Software Engineering Fundamentals Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,Duke University,problem solving,java,,,,,,,,
"Java Programming: Arrays, Lists, and Structured Data",https://www.coursera.org/learn/java-programming-arrays-lists-data?specialization=java-programming,4.7,126155,"Susan H. Rodger, Robert Duvall, Owen Astrachan, Andrew D. Hilton",14 hours,Beginner,100,Java Programming and Software Engineering Fundamentals Specialization,"Arabic, French, Portuguese (European),Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,Duke University,"data structure, cryptography, hash table",java,,,,,,,,
Java Programming: Build a Recommendation System,https://www.coursera.org/learn/java-programming-recommender?specialization=java-programming,4.7,24734,"Susan H. Rodger, Robert Duvall, Owen Astrachan, Andrew D. Hilton",5 hours,Intermediate,100,Java Programming and Software Engineering Fundamentals Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,Duke University,"data structure, interfaces, software design",java,,,,,,,,
Design Patterns,https://www.coursera.org/learn/design-patterns?specialization=software-design-architecture,4.7,51911,Kenny Wong,15 hours,Intermediate,100,Software Design and Architecture Specialization,"French, Portuguese (Brazilian), Russian, English, Spanish",Computer Science,University of Alberta,"design patterns, design principles, mvc",,,,,,,,,
Service-Oriented Architecture,https://www.coursera.org/learn/service-oriented-architecture?specialization=software-design-architecture,4.5,29441,Kenny Wong,10 hours,Intermediate,100,Software Design and Architecture Specialization,"French, Portuguese (Brazilian), Russian, English, Spanish",Computer Science,University of Alberta,"service-oriented architecture, rest api, microservice",,elasticsearch,,,,,,,
Introduction to iOS App Development with Swift 5,https://www.coursera.org/learn/ios-app-development-swift-5?specialization=swift-5-ios-app-developer,4.7,9079,Mark Price,13 hours,Intermediate,100,Swift 5 iOS Application Developer Specialization,"Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Computer Science,LearnQuest,unit testing,swift,xcode,ios,,,,,,
"Tables, Data & Networking in iOS",https://www.coursera.org/learn/swift-ios-tables-networking?specialization=swift-5-ios-app-developer,4.6,6063,Mark Price,16 hours,Advanced,100,Swift 5 iOS Application Developer Specialization,"Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Computer Science,LearnQuest,"api, memory-efficient tables",swift,xcode,ios,,,,,,
iOS App Store & In-App Purchases,https://www.coursera.org/learn/ios-swift-app-store-in-app-purchase?specialization=swift-5-ios-app-developer,4.7,4825,Mark Price,11 hours,Advanced,100,Swift 5 iOS Application Developer Specialization,"Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Computer Science,LearnQuest,,,,ios,,,,,,
"Data Wrangling, Analysis and AB Testing with SQL",https://www.coursera.org/learn/data-wrangling-analysis-abtesting?specialization=learn-sql-basics-data-science,3.5,31278,Katrina Glaeser,14 hours,Intermediate,100,Learn SQL Basics for Data Science Specialization,"English, Spanish",Data Science,"University of California, Davis","a/b testing, query string, data analysis, predictive analytcs",sql,,,,,,,,
SQL for Data Science Capstone Project,https://www.coursera.org/learn/sql-data-science-capstone?specialization=learn-sql-basics-data-science,4.2,18573,Don Noxon,35 hours,Intermediate,100,Learn SQL Basics for Data Science Specialization,"English, Spanish",Data Science,"University of California, Davis","data analysis, creating metrics, exploratory data analysis",sql,,,,,,,,
Software Product Management Capstone,https://www.coursera.org/learn/software-product-management-capstone?specialization=product-management,4.8,17307,Kenny Wong,19 hours,,100,Software Product Management Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,University of Alberta,"agile, software product management, software project management, scrum",,,,,,,,,
Foundations of Objective-C App Development,https://www.coursera.org/learn/objective-c?specialization=ios-development,4.6,30043,"Don Patterson, Sam Kaufman",15 hours,,100,iOS Development for Creative Entrepreneurs Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,"University of California, Irvine",computer programming,objective-c,xcode,ios,,,,,,
Networking and Security in iOS Applications,https://www.coursera.org/learn/security?specialization=ios-development,4.5,17688,"Don Patterson, Sam Kaufman",14 hours,,100,iOS Development for Creative Entrepreneurs Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,"University of California, Irvine","authorization, http, https","json, objective-c",,ios,,,,,,
Best Practices for iOS User Interface Design,https://www.coursera.org/learn/ui?specialization=ios-development,4.6,16134,"Don Patterson, Sam Kaufman",16 hours,,100,iOS Development for Creative Entrepreneurs Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,"University of California, Irvine","user interfaces, ui animations, responsive design, ui widgets",,,ios,,,,,,
"Games, Sensors and Media",https://www.coursera.org/learn/games?specialization=ios-development,4.5,9469,"Don Patterson, Sam Kaufman",17 hours,,100,iOS Development for Creative Entrepreneurs Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,"University of California, Irvine",reverse geocode,,geofences,ios,,,,,,
Build your very first iOS app,https://www.edx.org/course/build-your-very-first-ios-app,,42314,"Dr David A.McMekkin, Tristan W.Reed",65 hours,Beginner,100,Mobile App Development with Swift,English,Computer Science,Curtin Universty,,"scratch, swift",xcode,ios,,,,,,
Work with augmented reality (AR) and the web,https://www.edx.org/course/work-with-augmented-reality-ar-and-the-web,,5190,"Dr David A.McMekkin, Tristan W.Reed",65 hours,Beginner,100,Mobile App Development with Swift,English,Computer Science,Curtin Universty,augmented reality (ar),json,"arkit, xcode",ios,,,,,,
Project: Create an iOS app from start to finish,https://www.edx.org/course/project-create-an-ios-app-from-start-to-finish,,5342,"Dr David A.McMekkin, Tristan W.Reed",33 hours,Beginner,100,Mobile App Development with Swift,English,Computer Science,Curtin Universty,"mvp, wireframe",,,ios,,,,,,
CS50's Introduction to Computer Science,https://www.edx.org/course/introduction-computer-science-harvardx-cs50x,,3317224,"David J.Malan, Doug Lloyd, Brian Yu",80 hours,Beginner,100,"Computer Science for Game Development, Computer Science and Mobile Apps, Computer Science for Web Programming",English,Computer Science,Harvard University,,"c, python, sql, javascript, css, html",,,,,,,,
CS50's Mobile App Development with React Native,https://www.edx.org/course/cs50s-mobile-app-development-with-react-native,,,"David J.Malan, Jordan Hayashi",80 hours,Intermediate,100,Computer Science and Mobile Apps,English,Computer Science,Harvard University,debugging,javascript,,,"react, redux",,,,,
CS50's Web Programming with Python and JavaScript,https://www.edx.org/course/cs50s-web-programming-with-python-and-javascript,,1032809,"David J.Malan, Brian Yu",75 hours,Intermediate,100,Computer Science for Web Programming,English,Computer Science,Harvard University,"api, user interfaces, testing, ci/cd, scalability, security","html, css, python, sql, javascript","github, git",heroku,django,,,,,
AWS Developer: Building on AWS,https://www.edx.org/course/aws-developer-building-on-aws,,63318,"Russell Sayers, Heiwad Osman",20 hours,Advanced,100,AWS Developer Series,English,Computer Science,aws,,,aws sdks,aws,,software development,,,,
AWS Developer: Deploying on AWS,https://www.edx.org/course/aws-developer-deploying-on-aws,,27816,"Russell Sayers, Seph Robinson, Rafael Loopes",20 hours,Advanced,100,AWS Developer Series,English,Computer Science,aws,,,"aws elastic beanstalk, aws cloudformation, aws codebuild, aws codedeploy, aws codepipeline, amazon cloudwatch, amazon elasticsearch",aws,,software development,,,,
AWS Developer: Optimizing on AWS,https://www.edx.org/course/aws-developer-optimizing-on-aws,,16031,"Sean Rinn, Scott Jones, Seph Robinson",20 hours,Advanced,100,AWS Developer Series,English,Computer Science,aws,,,"aws container services, aws command line interface (cli), aws key management service",,,,,,,
"DevOps on AWS: Code, Build, and Test",https://www.edx.org/course/devops-aws-code-build-test,,,"Alana Layton, Rafael Lopes, Russel Sayers",5 hours,Intermediate,100,DevOps on AWS Specialization,English,Computer Science,,"devops, test automation",,,aws,,,,,,
DevOps on AWS: Release and Deploy,https://www.edx.org/course/devops-aws-release-deploy,,,"Alana Layton, Rafael Lopes, Russel Sayers",5 hours,Intermediate,100,DevOps on AWS Specialization,English,Computer Science,,"devops, continuous integration, continuous delivery",,,aws,,,,,,
DevOps on AWS: Operate and Monitor,https://www.edx.org/course/devops-aws-operate-monitor,,,"Alana Layton, Rafael Lopes, Russel Sayers",5 hours,Intermediate,100,DevOps on AWS Specialization,English,Computer Science,,"ci/cd, devops",,,aws,,,,,,
UX Research,https://www.edx.org/course/ux-research,,6405,"Sylvain Sénécal, Yany Grégoire",35 hours,Intermediate,100,UX Design and Evaluation,English,Design,HEC Montréal,"ux methods, a/b testing, user testing, data analysis",,,,,,,,,
UX Design,https://www.edx.org/course/ux-design,,16077,"Annemarie Lesage, Constantinos K.Coursaris",35 hours,Intermediate,100,UX Design and Evaluation,English,Design,HEC Montréal,"user-centred design (ucd), ux design, design thinking",,,,,,,,,
UX Prototyping,https://www.edx.org/course/ux-prototyping,,,"Annemarie Lesage, Constantinos K.Coursaris",35 hours,Intermediate,100,UX Design and Evaluation,English,Design,HEC Montréal,"user interfaces, prototype, visual, user testing",,"invision, balsamiq, axure rp, adobe xd",,,,,,,
UX Evaluation: User Testing,https://www.edx.org/course/ux-evaluation,,,"Pierre-Majorique Léger, Constantinos K.Coursaris",35 hours,Intermediate,100,UX Design and Evaluation,English,Social Sciences,HEC Montréal,"user testing, usability testing, a/b testing, qualitative, user experience (ux)",,,,,,,,,
UX Data Analysis,https://www.edx.org/course/ux-data-analysis,,,"Marc Fredette, Chantal Labbé",35 hours,Intermediate,100,UX Design and Evaluation,English,Data Analysis & Statistics,HEC Montréal,"descriptive statistics, bias sources, hypothesis testing, two-way anova, user experience (ux)",,,,,,,,,
UX Management,https://www.edx.org/course/ux-management,,,Camille Grange,35 hours,Intermediate,100,UX Design and Evaluation,English,Business & Management,HEC Montréal,"ux strategy, ux actvities, ux deliverables, ux teams, ux efforts",,,,,,,,,
Data Science Methodology,https://www.coursera.org/learn/data-science-methodology?specialization=introduction-data-science,4.6,169228,"Alex  Aklson, Polong Lin",8 hours,Beginner,100,Introduction to Data Science Specialization,English,Data Science,IBM,"data science, data mining, methodology",,,,,,,,,
What is Data Science?,https://www.edx.org/course/intro-to-data-science,,98663,"Rav Ahuja, Alex Aklson",9 hours,Beginner,100,"Introduction to Data Science Specialization, IBM Data Science Professional Certificate",English,Data Science,IBM,"programming principles, interfaces software design",java,,,,,,,,
Databases and SQL for Data Science with Python,https://www.edx.org/course/sql-for-data-science,,80933,"Rav Ahuja, Hima Vasudevan",20 hours,Beginner,100,"Introduction to Data Science Specialization, IBM Data Science Professional Certificate, Data Analyst, Data Engineering Fundamentals",English,Data Science,IBM,"relational database management system (rdbms), cloud database","python, sql",ipython,,,,,,,
Tools for Data Science,https://www.edx.org/course/data-science-tools,,26982,"Aije Egwaikhide, Svetlana Levitan, Romeo Kienzler",19 hours,Beginner,100,"Introduction to Data Science Specialization, IBM Data Science Professional Certificate",English,Data Science,IBM,data science,python,"jupyter notebooks, rstudio, github",,,,,,,
